sn2025_kode,sn2025_navn,sn2007_kode,sn2007_navn
77.120,Utleie og leasing av lastebiler,77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted
77.220,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk,77.220,"Utleie av videofilm, DVD og lignende"
77.220,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk,77.290,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk
77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted
77.510,"Formidlingstjenester tilknyttet utleie og leasing av biler, campingbiler og tilhengere",79.110,Reisebyråvirksomhet
77.510,"Formidlingstjenester tilknyttet utleie og leasing av biler, campingbiler og tilhengere",79.909,Turistrelaterte tjenester ikke nevnt annet sted
77.510,"Formidlingstjenester tilknyttet utleie og leasing av biler, campingbiler og tilhengere",82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
77.520,Formidlingstjenester tilknyttet utleie og leasing av andre materielle varer og immateriell eiendom og lignende produkter,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,78.200,Utleie av arbeidskraft
78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,78.300,Andre personaladministrative tjenester
79.110,Reisebyråvirksomhet,79.110,Reisebyråvirksomhet
79.121,Aktiviteter utført av utflukts- og eventarrangører,79.903,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet"
79.122,Reisearrangørvirksomhet ellers,79.120,Reisearrangørvirksomhet
79.901,Aktiviteter utført av turistkontorer og destinasjonsselskaper,79.901,Turistkontorvirksomhet og destinasjonsselskaper
79.902,Guide- og reiseledervirksomhet,79.902,Guider og reiseledere
80.010,Etterforskningstjenester og private vakttjenester,80.100,Private vakttjenester
80.010,Etterforskningstjenester og private vakttjenester,80.300,Etterforsking
80.090,Vakttjenester ikke nevnt annet sted,74.909,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
80.090,Vakttjenester ikke nevnt annet sted,80.200,Tjenester tilknyttet vakttjenester
81.100,Kombinerte tjenester tilknyttet eiendomsdrift,81.101,Vaktmestertjenester
81.100,Kombinerte tjenester tilknyttet eiendomsdrift,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift
81.210,Rengjøring av bygninger,81.210,Rengjøring av bygninger
81.220,Utvendig rengjøring av bygninger og industriell rengjøring,43.390,Annen ferdiggjøring av bygninger
81.220,Utvendig rengjøring av bygninger og industriell rengjøring,43.990,Annen spesialisert bygge- og anleggsvirksomhet
81.220,Utvendig rengjøring av bygninger og industriell rengjøring,81.220,Utvendig rengjøring av bygninger og industriell rengjøring
81.230,Annen rengjøringsvirksomhet og snømåking,81.291,Skadedyrkontroll
81.230,Annen rengjøringsvirksomhet og snømåking,81.299,Annen rengjøringsvirksomhet ikke nevnt annet sted
82.100,Kontortjenester,82.110,Kombinerte kontortjenester
82.100,Kontortjenester,82.190,"Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester"
82.200,Callsentervirksomhet,82.201,Telefonvakttjenester
82.200,Callsentervirksomhet,82.202,Telefonsalg
82.300,"Kongress-, messe- og utstillingsvirksomhet",82.300,"Kongress-, messe- og utstillingsvirksomhet"
82.400,Formidlingstjenester tilknyttet forretningsmessig tjenesteyting ikke nevnt annet sted,79.909,Turistrelaterte tjenester ikke nevnt annet sted
82.400,Formidlingstjenester tilknyttet forretningsmessig tjenesteyting ikke nevnt annet sted,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
82.910,Inkasso- og kredittopplysningsvirksomhet,82.910,Inkasso- og kredittopplysningsvirksomhet
82.910,Inkasso- og kredittopplysningsvirksomhet,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
84.120,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",84.120,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
84.220,Forsvarsaktiviteter,84.220,Forsvar
84.230,Aktiviteter i rettsvesen og kriminalomsorg,84.230,Retts- og fengselsvesen
84.240,Aktiviteter utført av politi- og påtalemyndighet,84.240,Politi- og påtalemyndighet
84.250,Brannvernaktiviteter,84.250,Brannvern
84.250,Brannvernaktiviteter,93.299,Fritidsvirksomhet ellers
84.300,Administrasjon av trygdeordninger underlagt offentlig forvaltning,84.300,Trygdeordninger underlagt offentlig forvaltning
85.100,Førskoleundervisning og drift av barnehager,85.100,Førskoleundervisning
85.100,Førskoleundervisning og drift av barnehager,88.911,Barnehager
85.202,Spesialskoleundervisning på grunnskolenivå,85.202,Spesialskoleundervisning for funksjonshemmede
85.202,Spesialskoleundervisning på grunnskolenivå,85.203,Kompetansesentra og annen spesialundervisning
85.310,Videregående opplæring innenfor studieforberedende utdanningsprogram,85.310,Videregående opplæring innen allmennfaglige studieretninger
85.320,Videregående opplæring innenfor yrkesfaglige utdanningsprogram,85.320,Videregående opplæring innen tekniske og andre yrkesfaglige studieretninger
85.330,Undervisning innenfor kort høyere yrkesfaglig utdanning,85.410,Undervisning ved fagskoler
85.401,Undervisning ved universiteter,85.421,Undervisning ved universiteter
85.402,Undervisning ved vitenskapelige høgskoler,85.422,Undervisning ved vitenskapelige høgskoler
85.403,Undervisning ved andre høgskoler,85.423,Undervisning ved statlige høgskoler
85.403,Undervisning ved andre høgskoler,85.424,Undervisning ved militære høgskoler
85.403,Undervisning ved andre høgskoler,85.429,Undervisning ved andre høgskoler
85.404,Undervisning innenfor lang høyere yrkesfaglig utdanning,85.410,Undervisning ved fagskoler
85.510,Undervisning innenfor idrett og rekreasjon,85.510,Undervisning innen idrett og rekreasjon
85.521,Kulturskoleundervisning til barn og unge,85.521,Kommunal kulturskoleundervisning
85.521,Kulturskoleundervisning til barn og unge,85.522,Undervisning i kunstfag
85.529,Annen undervisning innenfor kultur,85.522,Undervisning i kunstfag
85.529,Annen undervisning innenfor kultur,85.529,Annen undervisning innen kultur
85.531,Undervisning ved godkjente trafikkskoler,85.530,Trafikkskoleundervisning
85.532,Annen trafikkskoleundervisning,85.530,Trafikkskoleundervisning
85.591,Undervisning ved folkehøgskoler,85.591,Folkehøgskoleundervisning
85.592,Undervisning i form av arbeidsmarkedskurs/arbeidsrettede kurs,85.592,Arbeidsmarkedskurs
85.593,"Undervisning ved voksenopplæringssentre, aktiviteter i studieforbund og undervisning i form av frivillige organisasjoners kurs",85.593,Studieforbunds- og frivillige organisasjoners kurs
85.593,"Undervisning ved voksenopplæringssentre, aktiviteter i studieforbund og undervisning i form av frivillige organisasjoners kurs",85.594,Voksenopplæringssentre
85.594,Privatundervisning,85.595,Timelærervirksomhet
85.595,Undervisning innenfor religion,85.596,Undervisning innen religion
85.596,Aktiviteter utført ved leirskoler,85.599,Annen undervisning ikke nevnt annet sted
85.597,Annen undervisning ellers,85.599,Annen undervisning ikke nevnt annet sted
85.610,Formidlingstjenester tilknyttet kurs og veiledere,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
85.691,Pedagogisk-psykologisk rådgivningstjeneste,85.601,Pedagogisk-psykologisk rådgivningstjeneste
85.692,Tjenester utført ved spesialpedagogiske kompetansesentre og tjenester utenom PPT,85.601,Pedagogisk-psykologisk rådgivningstjeneste
85.699,Andre tjenester tilknyttet undervisning ikke nevnt annet sted,85.609,Andre tjenester tilknyttet undervisning
86.101,Somatiske sykehustjenester,86.101,Alminnelige somatiske sykehus
86.101,Somatiske sykehustjenester,86.102,Somatiske spesialsykehus
86.101,Somatiske sykehustjenester,86.103,Andre somatiske spesialinstitusjoner
86.101,Somatiske sykehustjenester,86.107,Rehabiliterings- og opptreningsinstitusjoner
86.101,Somatiske sykehustjenester,86.212,Somatiske poliklinikker
86.102,Psykiatriske sykehustjenester for voksne,86.104,Institusjoner i psykisk helsevern for voksne
86.102,Psykiatriske sykehustjenester for voksne,86.223,Poliklinikker i psykisk helsevern for voksne
86.103,Spesialisert rusbehandling,86.106,Rusmiddelinstitusjoner
86.103,Spesialisert rusbehandling,86.225,Rusmiddelpoliklinikker
86.104,Psykiatriske sykehustjenester for barn og ungdom,86.105,Institusjoner i psykisk helsevern for barn og unge
86.104,Psykiatriske sykehustjenester for barn og ungdom,86.224,Poliklinikker i psykisk helsevern for barn og unge
86.210,Allmennlegetjenester,86.211,Allmenn legetjeneste
86.221,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",86.212,Somatiske poliklinikker
86.221,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",86.221,"Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste"
86.222,Psykiatriske legetjenester,86.222,Legetjenester innen psykisk helsevern
86.222,Psykiatriske legetjenester,86.223,Poliklinikker i psykisk helsevern for voksne
86.222,Psykiatriske legetjenester,86.224,Poliklinikker i psykisk helsevern for barn og unge
86.222,Psykiatriske legetjenester,86.225,Rusmiddelpoliklinikker
86.230,Tannlegetjenester,86.230,Tannhelsetjenester
86.910,Medisinske laboratorietjenester og bildediagnostikk,86.906,Medisinske laboratorietjenester
86.921,Ambulansetransport unntatt luftambulanse,86.907,Ambulansetjenester
86.922,Luftambulansetransport med fly eller helikopter,86.907,Ambulansetjenester
86.930,"Psykolog- og psykoterapitjenester, unntatt legetjenester innenfor psykiatri",86.905,Klinisk psykologtjeneste
86.930,"Psykolog- og psykoterapitjenester, unntatt legetjenester innenfor psykiatri",86.909,Andre helsetjenester
86.941,Sykepleietjenester og andre helsetjenester i hjemmet,86.107,Rehabiliterings- og opptreningsinstitusjoner
86.941,Sykepleietjenester og andre helsetjenester i hjemmet,86.901,Hjemmesykepleie
86.941,Sykepleietjenester og andre helsetjenester i hjemmet,86.909,Andre helsetjenester
86.942,Helsestasjons- og skolehelsetjenester,86.903,Helsestasjons- og skolehelsetjeneste
86.942,Helsestasjons- og skolehelsetjenester,86.909,Andre helsetjenester
86.950,Fysioterapi- og ergoterapitjenester,86.107,Rehabiliterings- og opptreningsinstitusjoner
86.950,Fysioterapi- og ergoterapitjenester,86.902,Fysioterapitjeneste
86.950,Fysioterapi- og ergoterapitjenester,86.909,Andre helsetjenester
86.960,"Aktiviteter innenfor tradisjonell, komplementær og alternativ medisin",86.909,Andre helsetjenester
86.970,"Formidlingstjenester tilknyttet lege-, tannlegetjenester og andre helsetjenester",82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
86.991,Ortopedi- og fotterapitjenester,86.909,Andre helsetjenester
86.992,Forebyggende helsearbeid,86.904,Annen forebyggende helsetjeneste
86.993,Andre helsetjenester ellers,86.906,Medisinske laboratorietjenester
86.993,Andre helsetjenester ellers,86.909,Andre helsetjenester
87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,86.103,Andre somatiske spesialinstitusjoner
87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,86.107,Rehabiliterings- og opptreningsinstitusjoner
87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,87.101,Somatiske spesialsykehjem
87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,87.102,Somatiske sykehjem
87.102,Sykehjemstjenester,87.102,Somatiske sykehjem
87.103,Øyeblikkelig hjelp døgntilbud,86.103,Andre somatiske spesialinstitusjoner
87.104,Tjenester i avlastningsboliger/-institusjoner,87.304,Avlastningsboliger/-institusjoner
87.105,Tjenester i barneboliger,87.305,Barneboliger
87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",87.301,Aldershjem
87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",87.302,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",87.303,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell deler av døgnet
87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,86.106,Rusmiddelinstitusjoner
87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,87.201,Psykiatriske sykehjem
87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,87.202,Omsorgsinstitusjoner for rusmiddelmisbrukere
87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,87.302,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,87.303,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell deler av døgnet
87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,87.203,Bofellesskap for psykisk utviklingshemmede
87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,87.302,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,87.303,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell deler av døgnet
87.300,Omsorgstjenester i botilbud for eldre eller personer med fysisk funksjonsnedsettelse,87.302,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
87.300,Omsorgstjenester i botilbud for eldre eller personer med fysisk funksjonsnedsettelse,87.303,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell deler av døgnet
87.910,Formidlingstjenester tilknyttet omsorgstjenester i botilbud,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
87.991,Tjenester i barneverninstitusjoner,87.901,Institusjoner innen barne- og ungdomsvern
87.992,Asylmottakstjenester,88.996,Asylmottak
87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,87.909,Omsorgsinstitusjoner ellers
88.101,Praktisk bistand i hjemmet,88.101,Hjemmehjelp
88.102,Dagaktivitetstilbud tilpasset målgrupper,88.102,Dagsentra/aktivitetssentra for eldre og funksjonshemmede
88.103,Tjenester i seniorsentre,88.103,Eldresentre
88.104,Brukerstyrt personlig assistanse (BPA),88.101,Hjemmehjelp
88.105,Avlastning utenfor institusjon,88.101,Hjemmehjelp
88.105,Avlastning utenfor institusjon,88.999,Andre sosialtjenester uten botilbud
88.106,Støttekontakt- og besøkstjeneste,88.999,Andre sosialtjenester uten botilbud
88.910,Dagaktivitetstilbud for barn,88.912,Barneparker og dagmammaer
88.910,Dagaktivitetstilbud for barn,88.913,Skolefritidsordninger
88.910,Dagaktivitetstilbud for barn,88.914,Fritidsklubber for barn og ungdom
88.993,Arbeidstrening og varig tilrettelagt arbeid,88.993,Arbeidstrening for ordinært arbeidsmarked
88.993,Arbeidstrening og varig tilrettelagt arbeid,88.994,Varig tilrettelagt arbeid
88.994,Velferdstjenester til sårbare grupper,88.997,Sosialtjenester for rusmiddelmisbrukere uten botilbud
88.995,Sosialkontortjenester,88.998,Kommunale sosialkontortjenester
88.996,Andre sosialtjenester uten botilbud ellers,88.995,Sosiale velferdsorganisasjoner
88.996,Andre sosialtjenester uten botilbud ellers,88.999,Andre sosialtjenester uten botilbud
90.111,Skapende kunstnerisk virksomhet innenfor litteratur,90.034,Selvstendig kunstnerisk virksomhet innen litteratur
90.111,Skapende kunstnerisk virksomhet innenfor litteratur,90.035,Selvstendig kunstnerisk virksomhet innen blogging 
90.112,Skapende kunstnerisk virksomhet innenfor komposisjon av musikk,90.032,Selvstendig kunstnerisk virksomhet innen musikk
90.120,Skapende kunstnerisk virksomhet innenfor visuell kunst,90.031,Selvstendig kunstnerisk virksomhet innen visuell kunst
90.130,Annen kunstnerisk virksomhet,90.033,Selvstendig kunstnerisk virksomhet innen scenekunst
90.201,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,90.011,Utøvende kunstnere og underholdningsvirksomhet innen musikk
90.202,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst,90.012,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst
90.202,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst,90.033,Selvstendig kunstnerisk virksomhet innen scenekunst
90.209,Annen utøvende kunstnerisk virksomhet og underholdningsvirksomhet ikke nevnt annet sted,90.019,Utøvende kunstnere og underholdningsvirksomhet ikke nevnt annet sted
90.209,Annen utøvende kunstnerisk virksomhet og underholdningsvirksomhet ikke nevnt annet sted,90.039,Selvstendig kunstnerisk virksomhet ikke nevnt annet sted
90.310,Drift av lokaler tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,90.040,Drift av lokaler tilknyttet kunstnerisk virksomhet
90.390,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,90.020,Tjenester tilknyttet underholdningsvirksomhet
91.111,Drift av folkebiblioteker,91.011,Drift av folkebiblioteker
91.112,Drift av fag- og forskningsbiblioteker,91.012,Drift av fag- og forskningsbiblioteker
91.120,Drift av arkiver,91.013,Drift av arkiver
91.211,Drift av kunst- og kunstindustrimuseer,91.021,Drift av kunst- og kunstindustrimuseer
91.212,Drift av kulturhistoriske museer,91.022,Drift av kulturhistoriske museer
91.213,"Drift av naturhistoriske, teknologiske og vitenskapshistoriske museer",91.023,Drift av naturhistoriske museer
91.213,"Drift av naturhistoriske, teknologiske og vitenskapshistoriske museer",91.029,Drift av museer ikke nevnt annet sted
91.220,Drift av historiske steder og monumenter,91.030,Drift av historiske steder og bygninger og lignende severdigheter
91.300,"Konservering, restaurering og andre tjenester tilknyttet kulturarv",33.190,Reparasjon av annet utstyr
91.300,"Konservering, restaurering og andre tjenester tilknyttet kulturarv",41.200,Oppføring av bygninger
91.300,"Konservering, restaurering og andre tjenester tilknyttet kulturarv",90.039,Selvstendig kunstnerisk virksomhet ikke nevnt annet sted
91.410,Drift av botaniske og zoologiske hager,91.040,Drift av botaniske og zoologiske hager og naturreservater
91.420,Drift av naturreservater,91.040,Drift av botaniske og zoologiske hager og naturreservater
92.000,Lotteri- og gamblingvirksomhet,92.000,Lotteri og totalisatorspill
93.110,Drift av idrettsanlegg,93.110,Drift av idrettsanlegg
93.110,Drift av idrettsanlegg,93.292,Fritidsetablissement
93.120,Aktiviteter i idrettslag og -klubber,93.110,Drift av idrettsanlegg
93.120,Aktiviteter i idrettslag og -klubber,93.120,Idrettslag og -klubber
93.120,Aktiviteter i idrettslag og -klubber,93.299,Fritidsvirksomhet ellers
93.130,Treningssentervirksomhet,85.510,Undervisning innen idrett og rekreasjon
93.130,Treningssentervirksomhet,93.130,Treningssentre
93.190,Sportsaktiviteter ikke nevnt annet sted,93.190,Andre sportsaktiviteter
93.190,Sportsaktiviteter ikke nevnt annet sted,93.299,Fritidsvirksomhet ellers
93.210,Drift av fornøyelses- og temaparker,93.210,Drift av fornøyelses- og temaparker
93.291,Opplevelsesaktiviteter,82.300,"Kongress-, messe- og utstillingsvirksomhet"
93.291,Opplevelsesaktiviteter,93.190,Andre sportsaktiviteter
93.291,Opplevelsesaktiviteter,93.291,Opplevelsesaktiviteter
93.292,Fritidsvirksomhet ellers,93.110,Drift av idrettsanlegg
93.292,Fritidsvirksomhet ellers,93.210,Drift av fornøyelses- og temaparker
93.292,Fritidsvirksomhet ellers,93.292,Fritidsetablissement
93.292,Fritidsvirksomhet ellers,93.299,Fritidsvirksomhet ellers
94.110,Aktiviteter i næringslivs- og arbeidsgiverorganisasjoner,94.110,Næringslivs- og arbeidsgiverorganisasjoner
94.120,Aktiviteter i yrkessammenslutninger,94.120,Yrkessammenslutninger
94.200,Aktiviteter i arbeidstakerorganisasjoner,94.200,Arbeidstakerorganisasjoner
94.910,Aktiviteter i religiøse organisasjoner,94.910,Religiøse organisasjoner
94.920,Aktiviteter i partipolitiske organisasjoner,94.920,Partipolitiske organisasjoner
94.991,Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål,94.992,Fond/legat som støtter veldedige og allmennyttige formål
94.992,Aktiviteter i andre medlemsorganisasjoner ellers,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
95.100,Reparasjon og vedlikehold av datamaskiner og kommunikasjonsutstyr,95.110,Reparasjon av datamaskiner og tilleggsutstyr
95.100,Reparasjon og vedlikehold av datamaskiner og kommunikasjonsutstyr,95.120,Reparasjon av kommunikasjonsutstyr
95.210,Reparasjon og vedlikehold av elektronikk til husholdningsbruk,95.210,Reparasjon av elektronikk til husholdningsbruk
95.220,Reparasjon og vedlikehold av husholdningsvarer og hageredskaper,95.220,Reparasjon av husholdningsvarer og hageredskaper
95.230,Reparasjon og vedlikehold av skotøy og lærvarer,95.230,Reparasjon av skotøy og lærvarer
95.240,Reparasjon og vedlikehold av møbler og boliginnredning,95.240,Reparasjon av møbler og boliginnredning
95.250,"Reparasjon og vedlikehold av ur, klokker og smykker",95.250,"Reparasjon av ur, gull- og sølvvarer"
95.290,Reparasjon og vedlikehold av andre husholdningsvarer og varer til personlig bruk ikke nevnt annet sted,95.290,Reparasjon av andre husholdningsvarer og varer til personlig bruk
95.310,Reparasjon og vedlikehold av motorvogner,45.200,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
95.320,Reparasjon og vedlikehold av motorsykler,45.403,Vedlikehold og reparasjon av motorsykler
95.400,"Formidlingstjenester tilknyttet reparasjon og vedlikehold av datamaskiner, husholdningsvarer og varer til personlig bruk, og motorvogner og motorsykler",82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
96.100,Vaskeri- og renserivirksomhet,96.010,Vaskeri- og renserivirksomhet
96.210,Frisering og barbering,96.020,Frisering og annen skjønnhetspleie
96.220,Skjønnhetspleie,96.020,Frisering og annen skjønnhetspleie
96.230,"Aktiviteter i dagspa, badstue og dampbad",96.040,Virksomhet knyttet til kroppspleie og fysisk velvære
96.300,Begravelsesbyråvirksomhet og lignende tjenester,96.030,Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier
96.400,Formidlingstjenester tilknyttet personlig tjenesteyting,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
96.910,Personlig tjenesteyting i husholdninger,81.210,Rengjøring av bygninger
96.910,Personlig tjenesteyting i husholdninger,96.010,Vaskeri- og renserivirksomhet
96.990,Andre personlige tjenester ikke nevnt annet sted,96.090,Personlig tjenesteyting ikke nevnt annet sted
97.001,Aktiviteter i borettslag og boligsameier,68.201,Borettslag
97.001,Aktiviteter i borettslag og boligsameier,97.000,Lønnet arbeid i private husholdninger
97.002,Lønnet arbeid i private husholdninger ellers,97.000,Lønnet arbeid i private husholdninger
98.100,Annen vareproduksjon i private husholdninger til eget bruk,,
98.200,Annen tjenesteyting i privat husholdninger til eget bruk,,
99.000,Aktiviteter i internasjonale organisasjoner og organer,99.000,Internasjonale organisasjoner og organer
